Map Name,Team 1 Name,Team 2 Name,Team 1 Score,Team 2 Score,Team 1 Attacking Wins,Team 1 Attacking Losses,Team 2 Attacking Wins,Team 2 Attacking Losses,Team 1 Agents,Team 2 Agents
Sunset,Xipto Esports,FENNEL GC,13,9,5,5,4,8,"Cypher,Sova,Omen,KAY/O,Neon","Breach,Raze,Cypher,Omen,Fade"
Ascent,ZETA DIVISION GC,BOBA,13,11,10,2,9,3,"Sova,Killjoy,Omen,Jett,KAY/O","Cypher,Sova,Omen,Jett,Deadlock"
Abyss,ZETA DIVISION GC,BOBA,7,13,3,9,4,4,"Cypher,Sova,Jett,Astra,KAY/O","Cypher,Sova,Omen,Jett,KAY/O"
Haven,ZETA DIVISION GC,BOBA,13,10,8,3,7,5,"Breach,Cypher,Sova,Omen,Neon","Breach,Sova,Killjoy,Omen,Neon"
Abyss,Tenax GC,meowtastic,14,12,5,8,4,9,"Breach,Sova,Omen,Jett,Astra","Breach,Cypher,Sova,Jett,Astra"
Lotus,oomfies,Ominous Minions,13,4,3,2,2,10,"Sova,Sage,Reyna,Yoru,Clove","Sova,Reyna,Neon,Iso,Clove"
Ascent,oomfies,Ominous Minions,13,5,5,1,4,8,"Cypher,Sova,Yoru,Deadlock,Clove","Sova,Killjoy,Omen,Jett,KAY/O"
Icebox,Tenax GC,meowtastic,16,14,9,6,8,7,"Sova,Viper,Sage,Reyna,Chamber","Sova,Killjoy,Viper,Jett,KAY/O"
Abyss,Akave Esports Black,FUSION X,10,13,7,5,8,3,"Sova,Killjoy,Viper,Yoru,Astra","Cypher,Sova,Jett,Astra,Gekko"
Sunset,Shopify Rebellion,YDZ Black,13,0,12,0,0,1,"Breach,Cypher,Sova,Omen,Neon","Breach,Raze,Cypher,Omen,Gekko"
Haven,SaD FROST,Day By Day,13,10,7,4,6,6,"Breach,Cypher,Sova,Omen,Jett","Breach,Cypher,Sova,Omen,Jett"
Ascent,Tenax GC,meowtastic,6,13,3,4,9,3,"Sova,Killjoy,Omen,Yoru,Iso","Sova,Killjoy,Omen,Jett,KAY/O"
Bind,SHU GC,Purpose Gaming Sirens,13,6,7,0,6,6,"Raze,Viper,Brimstone,Fade,Gekko","Raze,Viper,Brimstone,Skye,Gekko"
Lotus,Refrag,Give Wingman 2 Nuclear Devices,13,3,3,1,2,10,"Breach,Raze,Cypher,Fade,Clove","Breach,Raze,Killjoy,Reyna,Omen"
Ascent,mesos millionaires, RITUAL RËAL,13,7,9,3,4,4,"Sova,Killjoy,Jett,Astra,KAY/O","Cypher,Sova,Omen,Jett,KAY/O"
Bind,Ominous Minions,AURA Eclipse,13,9,6,4,5,7,"Raze,Viper,Brimstone,Fade,Gekko","Raze,Cypher,Viper,Brimstone,Skye"
Icebox,Shopify Rebellion,YDZ Black,13,4,9,3,1,4,"Killjoy,Viper,Reyna,KAY/O,Gekko","Sova,Killjoy,Viper,KAY/O,Clove"
Ascent,Teddy Tactics,HyperSpeed Red,13,10,7,4,6,6,"Breach,Cypher,Sova,Jett,Astra","Sova,Killjoy,Omen,Jett,KAY/O"
Ascent,SaD FROST,Day By Day,13,8,6,3,5,7,"Sova,Killjoy,Omen,Jett,KAY/O","Cypher,Sova,Omen,Jett,KAY/O"
Lotus,BBB,Nori X,3,13,0,4,9,3,"Raze,Killjoy,Omen,Fade,Gekko","Breach,Raze,Omen,Chamber,Gekko"
Lotus,Akave Esports Black,FUSION X,13,1,11,1,0,2,"Raze,Killjoy,Viper,Omen,Fade","Breach,Raze,Cypher,Fade,Clove"
Lotus,Akave Esports Black,FUSION X,13,1,11,1,0,2,"Raze,Killjoy,Viper,Omen,Fade","Breach,Raze,Cypher,Fade,Clove"
Sunset,mesos millionaires, RITUAL RËAL,13,8,7,2,6,6,"Breach,Raze,Cypher,Sova,Clove","Raze,Cypher,Omen,KAY/O,Gekko"
Haven,SHU GC,Purpose Gaming Sirens,13,10,9,3,7,4,"Breach,Sova,Killjoy,Omen,Jett","Breach,Sova,Killjoy,Omen,Jett"
Icebox,Refrag,Give Wingman 2 Nuclear Devices,13,9,6,6,3,7,"Sova,Killjoy,Viper,Jett,Gekko","Sova,Viper,Sage,Reyna,Chamber"
Ascent,Erinite GC,meowtastic,6,13,2,10,3,4,"Sova,Killjoy,Omen,Jett,KAY/O","Sova,Killjoy,Omen,Jett,KAY/O"
Haven,Teddy Tactics,HyperSpeed Red,13,7,7,5,2,6,"Breach,Cypher,Sova,Jett,Astra","Breach,Sova,Killjoy,Omen,Neon"
Lotus,Ominous Minions,AURA Eclipse,12,14,4,9,5,8,"Breach,Raze,Omen,Fade,Clove","Breach,Neon,Deadlock,Clove"
Lotus,YDZ Black,Skyline Dreamers GC,13,6,5,2,4,8,"Breach,Raze,Cypher,Omen,Fade","Breach,Killjoy,Neon,Gekko,Clove"
Haven,Day By Day,Nori X,13,9,7,5,4,6,"Breach,Cypher,Sova,Omen,Jett","Breach,Cypher,Sova,Omen,Jett"
Lotus,Refrag,SHU GC,13,8,3,6,2,10,"Raze,Omen,Fade,Deadlock","Breach,Cypher,Omen,Neon,Fade"
Sunset,SaD FROST,BBB,13,2,10,2,0,3,"Breach,Raze,Cypher,Omen,Gekko","Breach,Raze,Cypher,Omen,Gekko"
Bind,Akave Esports Black,FUSION X,13,6,6,6,0,7,"Raze,Viper,Skye,Astra,Iso","Raze,Cypher,Brimstone,Skye,Gekko"
Haven,Erinite GC,meowtastic,13,5,7,5,0,6,"Breach,Sova,Omen,Chamber,Neon","Breach,Sova,Killjoy,Omen,Jett"
Lotus, RITUAL RËAL,Passionless Project,13,8,5,4,4,8,"Raze,Cypher,Omen,Fade,Deadlock","Breach,Raze,Cypher,Omen,Gekko"
Bind,Give Wingman 2 Nuclear Devices,Purpose Gaming Sirens,13,1,11,1,0,2,"Raze,Skye,Astra,Chamber,Deadlock","Raze,Viper,Brimstone,Skye,Gekko"
Lotus,HyperSpeed Red,Elite Dynasty GC,13,6,10,2,4,3,"Breach,Killjoy,Omen,Neon,Fade","Breach,Cypher,Sova,Omen,Neon"
Bind,Day By Day,Nori X,13,5,9,3,2,4,"Raze,Cypher,Viper,Brimstone,Skye","Raze,Viper,Brimstone,Chamber,Gekko"
Bind,Refrag,SHU GC,13,7,4,4,3,9,"Raze,Viper,Brimstone,Yoru,Gekko","Raze,Viper,Brimstone,Fade,Gekko"
Sunset,Ominous Minions,AURA Eclipse,13,9,9,3,6,4,"Breach,Raze,Cypher,Omen,Fade","Breach,Cypher,Sova,Omen,Neon"
Sunset,YDZ Black,Skyline Dreamers GC,13,8,10,2,6,3,"Breach,Raze,Cypher,Omen,Gekko","Breach,Raze,Cypher,Omen,Gekko"
Bind,SaD FROST,BBB,13,3,2,2,1,11,"Raze,Viper,Brimstone,Skye,Chamber","Raze,Brimstone,Jett,Skye,Gekko"
Haven,HyperSpeed Red,Elite Dynasty GC,13,2,10,2,0,3,"Breach,Sova,Killjoy,Omen,Neon","Breach,Cypher,Sova,Omen,Neon"
Haven, RITUAL RËAL,Passionless Project,13,2,3,0,2,10,"Breach,Cypher,Sova,Omen,Jett","Breach,Cypher,Sova,Omen,Neon"
Sunset,Give Wingman 2 Nuclear Devices,Purpose Gaming Sirens,13,3,11,1,2,2,"Breach,Cypher,Sova,Omen,Neon","Breach,Raze,Cypher,Omen,Gekko"
Icebox,Erinite GC,meowtastic,3,13,1,11,2,2,"Sova,Killjoy,Jett,Harbor,Clove","Sova,Killjoy,Viper,Jett,KAY/O"
Sunset,Möyhentäjät,wade,3,13,3,9,4,0,"Breach,Raze,Cypher,Sova,Brimstone","Breach,Cypher,Sova,Neon,Clove"
Lotus,Ahlman ,VIRMA,1,13,0,2,11,1,"Raze,Cypher,Omen,Gekko,Clove","Breach,Raze,Omen,Chamber,Deadlock"
Ascent,Möyhentäjät,wade,2,13,2,1,12,0,"Sova,Killjoy,Phoenix,Omen,Jett","Sova,Killjoy,Jett,KAY/O,Clove"
Ascent,Ahlman ,VIRMA,1,13,1,11,2,0,"Cypher,Omen,Jett,Yoru,KAY/O","Sova,Omen,Jett,KAY/O,Deadlock"
Lotus,SSalama,KAMK.GG,13,2,3,0,2,10,"Breach,Raze,Omen,Gekko","Viper,Chamber,Neon,Gekko,Clove"
Haven,SSalama,KAMK.GG,13,8,7,5,3,6,"Breach,Sova,Omen,Jett","Breach,Sova,Killjoy,Omen,Jett"
Sunset,Dupg Esports,Alternate Realities,13,2,11,1,1,2,"Breach,Cypher,Sova,Omen,Neon","Raze,Cypher,Omen,KAY/O,Gekko"
Bind,Dupg Esports,Alternate Realities,13,9,7,5,4,6,"Breach,Raze,Brimstone,Skye,Chamber","Raze,Viper,Brimstone,Fade,Gekko"
Ascent,Alternate Realities,Asterisk (IN),8,13,6,3,10,2,"Sova,Killjoy,Omen,Jett,KAY/O","Sova,Killjoy,Omen,Jett,KAY/O"
Icebox,Alternate Realities,Asterisk (IN),8,13,4,5,8,4,"Sova,Killjoy,Viper,Jett,Clove","Sova,Killjoy,Viper,Neon,Gekko"
Icebox,sisu,swaglord9000,13,10,7,4,6,6,"Sova,Killjoy,Viper,Jett,Harbor","Sova,Killjoy,Viper,Sage,Jett"
Haven,sisu,swaglord9000,13,4,5,0,4,8,"Breach,Sova,Killjoy,Astra,Neon","Cypher,Sova,Omen,Jett,Yoru"
Icebox,Mir Gaming GC,Purr-fectionists,13,11,7,5,6,6,"Sova,Killjoy,Viper,Jett,Gekko","Sova,Killjoy,Viper,Jett,Gekko"
Haven,Mir Gaming GC,Purr-fectionists,7,13,4,4,9,3,"Breach,Sova,Killjoy,Omen,Jett","Breach,Sova,Killjoy,Omen,Jett"
Lotus,Mir Gaming GC,Purr-fectionists,13,9,7,3,6,6,"Killjoy,Viper,Omen,Neon,Fade","Raze,Killjoy,Viper,Omen,Fade"
Sunset,KRÜ BLAZE,9z Team GC,13,9,7,5,4,6,"Breach,Cypher,Sova,Omen,Neon","Breach,Omen,Neon,Gekko,Deadlock"
Lotus,KRÜ BLAZE,9z Team GC,13,5,8,4,1,5,"Raze,Killjoy,Viper,Omen,Fade","Breach,Omen,Neon,Fade,Clove"
Bind,KRÜ BLAZE,9z Team GC,13,6,7,5,1,6,"Viper,Brimstone,Neon,Fade,Gekko","Astra,Neon,Fade,Gekko,Deadlock"
Lotus,Defient Esports,The Cult,13,6,3,4,2,10,"Breach,Raze,Cypher,Omen,Fade","Breach,Killjoy,Omen,Jett,Fade"
Sunset,Defient Esports,The Cult,13,4,4,1,3,9,"Breach,Cypher,Sova,Omen,Neon","Breach,Raze,Cypher,Gekko,Clove"
Lotus,KineTiX eSports X1,Blue Moon eSports,8,13,6,6,7,2,"Breach,Raze,Cypher,Omen,Fade","Breach,Raze,Killjoy,Omen,Fade"
Bind,KineTiX eSports X1,Blue Moon eSports,2,13,0,3,10,2,"Raze,Viper,Brimstone,Skye,Fade","Breach,Raze,Cypher,Brimstone,Fade"
Ascent,Dupg Esports,Niory Esports,10,13,4,7,6,6,"Cypher,Sova,Omen,Yoru,Deadlock","Sova,Killjoy,Omen,Jett,KAY/O"
Sunset,Dupg Esports,Niory Esports,9,13,6,6,7,3,"Breach,Cypher,Sova,Omen,Neon","Breach,Cypher,Sova,Omen,Neon"
Ascent,TBS GC,Vila das Flores,13,9,7,5,4,6,"Sova,Killjoy,Omen,Jett,KAY/O","Cypher,Sova,Omen,Jett,Yoru"
Abyss,TBS GC,Vila das Flores,13,9,9,3,6,4,"Cypher,Sova,Omen,Jett,KAY/O","Cypher,Sova,Omen,Jett,Harbor"
Bind,LOUD GC,REVOADA,13,3,11,1,2,2,"Raze,Cypher,Brimstone,Skye,Deadlock","Raze,Viper,Brimstone,Skye,Gekko"
Sunset,LOUD GC,REVOADA,13,6,7,5,1,6,"Raze,Cypher,Omen,KAY/O,Gekko","Breach,Cypher,Sova,Omen,Neon"
Lotus,LOUD GC,REVOADA,4,13,4,8,5,0,"Cypher,Omen,KAY/O,Neon,Fade","Raze,Killjoy,Viper,Omen,Fade"
Ascent,Imperium Gaming,Lotus Knights,6,13,3,9,4,3,"Sova,Killjoy,Reyna,Omen,Jett","Cypher,Sova,Omen,Jett,Deadlock"
Haven,Tap Tap Boom eSports,The Easy Crew,10,13,8,4,9,2,"Breach,Cypher,Sova,Omen,Jett","Breach,Cypher,Sova,Omen,Neon"
Haven,SZK Esports,LONETEAM,11,13,4,8,5,7,"Breach,Sova,Killjoy,Omen,Jett","Breach,Cypher,Sova,Omen,Jett"
Ascent,Tap Tap Boom eSports,The Easy Crew,15,13,5,9,4,10,"Sova,Killjoy,Omen,Jett,KAY/O","Cypher,Sova,Omen,Jett,KAY/O"
Haven,TwentyStars,Dimonis,10,13,4,7,6,6,"Breach,Sova,Killjoy,Omen,Jett","Breach,Sova,Killjoy,Omen,Neon"
Abyss,Dark Horse Templars,Union Atta I,3,13,1,3,10,2,"Breach,Cypher,Sova,Astra,Neon","Sova,Omen,Neon,Gekko"
Sunset,Melilla Titans,SLTitans Esports,13,5,10,2,3,3,"Cypher,Sova,Omen,KAY/O,Neon","Cypher,Sova,Omen,KAY/O,Neon"
Ascent,Dark Horse Templars,Union Atta I,7,13,6,6,7,1,"Sova,Killjoy,Omen,Jett,KAY/O","Killjoy,Reyna,Omen,KAY/O"
Haven,Leça FC Esports,RTZN,13,8,5,4,4,8,"Cypher,Sova,Omen,Yoru,Iso","Breach,Cypher,Sova,Omen,Jett"
Abyss,ZINGERS,NoMercy,13,3,10,2,1,3,"Breach,Astra,Chamber,Neon,Harbor","Cypher,Sova,Omen,Jett,KAY/O"
Ascent,GMBLERS Esports,Team Galaga,13,6,4,3,3,9,"Sova,Killjoy,Omen,Jett,KAY/O","Sova,Killjoy,Omen,Jett,KAY/O"
Sunset,ZINGERS,NoMercy,13,8,5,7,1,8,"Breach,Cypher,Omen,Neon,Gekko","Breach,Cypher,Omen,Neon,Gekko"
Sunset,Las Cabras (EU),NewD,11,13,5,7,6,6,"Breach,Cypher,Sova,Omen,Neon","Breach,Cypher,Neon,Harbor,Gekko"
Bind,Sin Prisa Gaming,BOOM Esports,17,15,10,6,9,7,"Cypher,Brimstone,Skye,Neon,Deadlock","Raze,Cypher,Viper,Brimstone,Skye"
Haven,Las Cabras (EU),NewD,9,13,4,6,7,5,"Breach,Cypher,Sova,Omen,Neon","Breach,Cypher,Omen,Jett,Deadlock"
Haven,Sin Prisa Gaming,BOOM Esports,10,13,9,3,10,1,"Breach,Cypher,Sova,Omen,Neon","Cypher,Viper,Omen,Skye,Neon"
Haven,Pegasus Esports,TEAM BLINDSPOT,2,13,0,3,10,2,"Breach,Cypher,Sova,Omen,Neon","Breach,Cypher,Sova,Omen,Neon"
Lotus,Sin Prisa Gaming,BOOM Esports,12,14,6,7,7,6,"Cypher,Viper,Omen,Neon,Fade","Raze,Cypher,Viper,Omen,Fade"
Bind,Pegasus Esports,TEAM BLINDSPOT,3,13,3,9,4,0,"Raze,Viper,Fade,Harbor,Gekko","Raze,Viper,Brimstone,Skye,Gekko"
Icebox,Sin Prisa Gaming,BOOM Esports,13,10,3,9,1,10,"Sova,Killjoy,Viper,Jett,Harbor","Sova,Killjoy,Viper,Jett,Harbor"
Sunset,Sin Prisa Gaming,BOOM Esports,13,6,9,3,3,4,"Breach,Cypher,Neon,Fade,Clove","Breach,Raze,Cypher,Omen,Gekko"
Haven,FUSION X,MYVRA,13,7,7,1,6,6,"Cypher,Sova,Astra,Gekko,Iso","Breach,Raze,Cypher,Astra,Fade"
Abyss,FUSION X,MYVRA,6,13,1,6,7,5,"Cypher,Sova,Jett,Astra,Gekko","Breach,Raze,Cypher,Sova,Astra"
Lotus,FUSION X,MYVRA,13,6,3,4,2,10,"Breach,Raze,Cypher,Fade,Clove","Breach,Raze,Cypher,Omen,Deadlock"
Ascent,FUSION X,MYVRA,13,8,4,5,3,9,"Raze,Sova,KAY/O,Iso,Clove","Sova,Killjoy,Jett,KAY/O,Clove"
Lotus,LOUD GC,Team Liquid Brazil,9,13,5,7,6,4,"Cypher,Omen,KAY/O,Neon,Fade","Raze,Brimstone,Omen,Fade,Deadlock"
Bind,FUSION X,MYVRA,2,13,0,3,10,2,"Raze,Viper,Astra,Fade,Gekko","Raze,Brimstone,Fade,Deadlock"
Abyss,LOUD GC,Team Liquid Brazil,10,13,6,6,7,4,"Cypher,Sova,Omen,Jett,KAY/O","Cypher,Sova,Omen,Jett,KAY/O"
Bind,MIBR GC,TBS GC,13,7,5,3,4,8,"Raze,Viper,Brimstone,Fade,Gekko","Raze,Viper,Brimstone,Skye,Gekko"
Sunset,MIBR GC,TBS GC,13,4,10,2,2,3,"Breach,Raze,Cypher,Omen,Gekko","Cypher,Sova,Omen,KAY/O,Neon"
Icebox,Team Galaga,LONETEAM,7,13,4,4,9,3,"Sova,Killjoy,Viper,Sage,Jett","Sova,Killjoy,Viper,Jett,Gekko"
Abyss,The giornalisti,EX0TIK GAMING,5,13,2,10,3,3,"Cypher,Sova,Omen,Jett,KAY/O","Cypher,Sova,Jett,Astra,KAY/O"
Abyss,Team GMask,Dimonis,8,13,5,7,6,3,"Cypher,Sova,Jett,Astra,KAY/O","Cypher,Sova,Jett,Astra,KAY/O"
Abyss,DSYRE Academy,Nexum EC,13,9,6,4,5,7,"Cypher,Sova,Yoru,Astra,Chamber","Omen,Jett,KAY/O,Fade,Deadlock"
Abyss,1000rr club,SLTitans Esports,13,11,8,4,7,5,"Cypher,Sova,Jett,Astra,Gekko","Cypher,Sova,Jett,Astra,KAY/O"
Ascent,Lotus Knights,RTZN,13,10,8,4,6,5,"Cypher,Sova,Omen,Jett,Deadlock","Cypher,Sova,Omen,Jett,KAY/O"
Lotus,Melilla Titans,SZK Esports,4,13,1,4,9,3,"Breach,Cypher,Sova,Omen,Neon","Breach,Raze,Cypher,Omen,Fade"
Abyss,DSYRE Academy,EX0TIK GAMING,13,11,6,6,5,7,"Cypher,Sova,Yoru,Astra,Chamber","Cypher,Sova,Jett,Astra,KAY/O"
Abyss,1000rr club,Alicante Titans,13,8,5,4,4,8,"Cypher,Sova,Jett,Yoru,Astra","Cypher,Sova,Omen,Jett,KAY/O"
Abyss,The giornalisti,Team GMask,2,13,0,3,10,2,"Cypher,Sova,Omen,Yoru,Gekko","Cypher,Sova,Jett,Astra,KAY/O"
Abyss,Nexum EC,SLTitans Esports,15,16,9,7,9,6,"Omen,Jett,KAY/O,Fade,Deadlock","Cypher,Sova,Jett,Astra,KAY/O"
Ascent,Velocity Gaming (EU),Blue Lock,8,13,5,7,6,3,"Sova,Killjoy,Omen,Jett,KAY/O","Sova,Killjoy,Omen,Jett,KAY/O"
Haven,Imperium Gaming,Dimonis,10,13,6,5,8,4,"Breach,Cypher,Sova,Omen,Jett","Breach,Sova,Killjoy,Omen,Neon"
Lotus,Velocity Gaming (EU),Blue Lock,9,13,4,6,7,5,"Breach,Killjoy,Omen,Neon,Fade","Breach,Raze,Killjoy,Viper,Omen"
Abyss,GMBLERS Esports,SLTitans Esports,13,5,8,4,1,5,"Raze,Cypher,Sova,Omen,Astra","Cypher,Sova,Omen,Jett,KAY/O"
Haven,TwentyStars,Leça FC Esports,13,2,10,2,0,3,"Breach,Sova,Killjoy,Omen,Jett","Cypher,Sova,Omen,Yoru,Iso"
Ascent,WASP Elektra,Dark Horse Knights,13,8,8,4,4,5,"Cypher,Sova,Phoenix,Omen,Jett","Cypher,Sova,Omen,Jett,KAY/O"
Lotus,WASP Elektra,Dark Horse Knights,13,2,10,2,0,3,"Breach,Raze,Cypher,Omen,Neon","Raze,Cypher,Viper,Omen,Fade"
Icebox,Alternate Realities,Mogo eSports,5,13,2,4,9,3,"Sova,Killjoy,Viper,Jett,KAY/O","Sova,Killjoy,Viper,Jett,Gekko"
Icebox,Lost Dynasty,PANDEMONIUM,9,13,5,7,6,4,"Sova,Killjoy,Viper,Reyna,KAY/O","Sova,Killjoy,Viper,Jett,Harbor"
Haven,Alternate Realities,Mogo eSports,13,11,7,5,6,6,"Breach,Cypher,Sova,Omen,Neon","Breach,Cypher,Sova,Omen,Jett"
Haven,Lost Dynasty,PANDEMONIUM,7,13,4,8,5,3,"Breach,Sova,Killjoy,Omen,Jett","Cypher,Sova,Omen,Yoru,Iso"
Bind,Alternate Realities,Mogo eSports,10,13,6,6,7,4,"Raze,Viper,Brimstone,Fade,Gekko","Raze,Cypher,Viper,Brimstone,Gekko"
Sunset,FULL SENSE,BOOM Esports,9,13,5,7,6,4,"Breach,Cypher,Sova,Omen,Neon","Breach,Raze,Cypher,Omen,Gekko"
Ascent,Orangutan,Dupg Esports,13,8,6,6,2,7,"Cypher,Sova,Omen,Yoru,Deadlock","Cypher,Sova,Omen,Yoru,Deadlock"
Lotus,FULL SENSE,BOOM Esports,14,12,8,5,7,6,"Breach,Killjoy,Omen,Astra,Neon","Raze,Killjoy,Viper,Omen,Fade"
Icebox,Orangutan,Dupg Esports,13,0,1,0,0,12,"Sova,Killjoy,Viper,Jett,Gekko","Sova,Killjoy,Viper,Jett,KAY/O"
Abyss,FULL SENSE,BOOM Esports,9,13,3,7,6,6,"Breach,Cypher,Omen,Jett,Gekko","Cypher,Sova,Omen,Yoru,Clove"
Ascent,FULL SENSE,BOOM Esports,7,13,3,9,4,4,"Sova,Killjoy,Omen,Jett,KAY/O","Sova,Killjoy,Omen,Jett,KAY/O"
Bind,9z Team GC,Leviatán GC,13,9,7,5,4,6,"Raze,Astra,Fade,Gekko,Deadlock","Raze,Cypher,Viper,Brimstone,Skye"
Abyss,Team Leveling,Vila das Flores,5,13,4,8,5,1,"Sova,Omen,Astra,KAY/O,Neon","Cypher,Sova,Omen,Jett,Harbor"
Ascent,9z Team GC,Leviatán GC,8,13,2,7,6,6,"Sova,Killjoy,Omen,Jett,KAY/O","Cypher,Sova,Omen,Jett,Deadlock"
Bind,Team Leveling,Vila das Flores,14,12,9,4,8,5,"Raze,Viper,Brimstone,Skye,Gekko","Viper,Brimstone,Yoru,Neon,Fade"
Lotus,9z Team GC,Leviatán GC,13,6,5,2,4,8,"Breach,Omen,Neon,Fade,Clove","Raze,Killjoy,Viper,Omen,Fade"
Abyss,9z Team GC,Leviatán GC,13,10,8,3,7,5,"Cypher,Sova,Jett,Astra,Harbor","Cypher,Sova,Omen,Jett,Yoru"
Haven,Team Leveling,Vila das Flores,12,14,3,10,4,9,"Breach,Cypher,Sova,Omen,Neon","Breach,Cypher,Sova,Omen,Neon"
Lotus,PS5Patas,REVOADA,7,13,2,6,7,5,"Killjoy,Viper,Omen,Neon,Fade","Raze,Killjoy,Viper,Omen,Fade"
Haven,PS5Patas,REVOADA,3,13,3,9,4,0,"Breach,Sova,Killjoy,Astra,Neon","Breach,Sova,Killjoy,Omen,Jett"
Ascent,TwentyStars,Imperium Gaming,14,12,8,5,7,6,"Breach,Sova,Killjoy,Omen,Jett","Sova,Killjoy,Omen,Jett,KAY/O"
Ascent,Melilla Titans,GMBLERS Esports,6,13,5,7,6,1,"Sova,Killjoy,Omen,Jett,KAY/O","Sova,Killjoy,Omen,Jett,KAY/O"
Sunset,RTZN,Dimonis,13,9,10,2,7,3,"Breach,Cypher,Sova,Omen,Neon","Cypher,Sova,Omen,KAY/O,Neon"
Sunset,LONETEAM,SLTitans Esports,9,13,7,5,8,2,"Breach,Cypher,Sova,Omen,Neon","Cypher,Sova,Omen,KAY/O,Neon"
Sunset,Leça FC Esports,Lotus Knights,3,13,2,2,11,1,"Cypher,Sova,Omen,KAY/O,Neon","Breach,Cypher,Sova,Omen,Neon"
Haven,Team Galaga,SZK Esports,13,9,6,6,3,7,"Breach,Sova,Killjoy,Omen,Jett","Breach,Cypher,Sova,Omen,Jett"
Lotus,Team Serenity,Niory Esports,8,13,6,6,7,2,"Breach,Omen,Neon,Gekko,Iso","Breach,Sova,Killjoy,Omen,Neon"
Lotus,Asterisk (IN),Perfectionists,13,6,5,2,4,8,"Raze,Killjoy,Viper,Omen,Fade","Breach,Raze,Omen,Chamber,Fade"
Abyss,Asterisk (IN),Perfectionists,13,4,5,0,4,8,"Breach,Raze,Cypher,Astra,Gekko","Sova,Omen,Jett,Astra,Gekko"
Haven,Team Serenity,Niory Esports,8,13,3,6,7,5,"Killjoy,Viper,Omen,Jett,Skye","Breach,Sova,Killjoy,Omen,Neon"
Abyss,RIDDLE ORDER,BOOM Esports,3,13,0,4,9,3,"Cypher,Sova,Omen,Jett,KAY/O","Cypher,Sova,Omen,Yoru,Clove"
Sunset,BLUE BEES.ESP,IGZIST,10,13,2,9,4,8,"Breach,Raze,Cypher,Omen,Gekko","Cypher,Sova,Omen,KAY/O,Neon"
Lotus,NOEZ FOXX,Delight,13,9,7,5,4,6,"Breach,Cypher,Omen,Neon,Fade","Breach,Cypher,Sova,Omen,Neon"
Lotus,RIDDLE ORDER,BOOM Esports,15,17,10,6,11,5,"Breach,Omen,Neon,Fade,Clove","Raze,Killjoy,Viper,Omen,Fade"
Lotus,BLUE BEES.ESP,IGZIST,9,13,4,8,5,5,"Breach,Omen,Neon,Fade,Clove","Raze,Cypher,Omen,Astra,Fade"
Lotus,Sumthin Dumplin,BC SWELL,8,13,2,7,6,6,"Raze,Phoenix,Omen,Chamber,Fade","Breach,Killjoy,Omen,Neon,Fade"
Haven,NOEZ FOXX,Delight,13,4,5,0,4,8,"Breach,Cypher,Sova,Omen,Neon","Breach,Cypher,Sova,Omen,Neon"
Lotus,Crest Gaming ZST,REVE RISE MAX,13,5,8,4,1,5,"Raze,Killjoy,Viper,Omen,Fade","Raze,Killjoy,Viper,Omen,Fade"
Abyss,Sumthin Dumplin,BC SWELL,9,13,6,6,7,3,"Cypher,Sova,Phoenix,Omen,Jett","Cypher,Sova,Jett,Astra,KAY/O"
Ascent,BLUE BEES.ESP,IGZIST,13,10,9,2,8,4,"Sova,Killjoy,Omen,Jett,KAY/O","Sova,Killjoy,Omen,Jett,KAY/O"
Sunset,NOEZ FOXX,Delight,8,13,5,4,9,3,"Breach,Cypher,Sova,Omen,Neon","Cypher,Sova,Omen,KAY/O,Neon"
Bind,Crest Gaming ZST,REVE RISE MAX,13,4,9,3,1,4,"Raze,Cypher,Brimstone,Jett,Skye","Raze,Cypher,Brimstone,Skye,Deadlock"
Haven,Sin Prisa Gaming,FULL SENSE,13,0,12,0,0,1,"Breach,Cypher,Sova,Omen,Neon","Breach,Sova,Killjoy,Omen,Neon"
Bind,Sin Prisa Gaming,FULL SENSE,13,6,9,3,3,4,"Cypher,Brimstone,Neon,Fade,Deadlock","Raze,Viper,Brimstone,Fade,Gekko"
Ascent,Team Liquid Brazil,Vila das Flores,13,4,9,3,1,4,"Sova,Killjoy,Omen,Jett,KAY/O","Cypher,Sova,Phoenix,Omen,Jett"
Lotus,Team Liquid Brazil,Vila das Flores,13,9,4,8,1,9,"Raze,Killjoy,Viper,Omen,Fade","Breach,Cypher,Omen,Neon,Fade"
Bind,LOUD GC,Team Leveling,13,1,11,1,0,2,"Raze,Cypher,Brimstone,Skye,Deadlock","Raze,Viper,Brimstone,Skye,Gekko"
Sunset,ALTERNATE aTTaX Ruby,SK Nebula,8,13,4,8,5,4,"Breach,Cypher,Sova,Omen,Neon","Cypher,Sova,Omen,KAY/O,Neon"
Ascent,LOUD GC,Team Leveling,7,13,6,6,7,1,"Cypher,Sova,Omen,Jett,KAY/O","Sova,Killjoy,Omen,Jett,KAY/O"
Lotus,ALTERNATE aTTaX Ruby,SK Nebula,13,5,4,2,3,9,"Breach,Raze,Cypher,Omen,Fade","Raze,Cypher,Viper,Omen,Fade"
Sunset,FOKUS Sakura,SSP Numina,13,5,9,3,2,4,"Breach,Cypher,Omen,Neon,Fade","Breach,Cypher,Sova,Omen,Neon"
